city,lat,lng,country,iso2,admin_name,Regions,population,population_proper,cases,"(Upper tier) total cumulative confirmed covid cases per 100,000 population","(Lower tier) total cumulative confirmed covid cases per 100,000 population"
Stopsley,51.899,-0.396,United Kingdom,GB,Luton,,7760,7760,,13614.10,13670.3
Woodbridge,52.094,1.318,United Kingdom,GB,Suffolk,,7749,7749,,6266.70,
Stony Stratford,52.0567,-0.8526,United Kingdom,GB,Milton Keynes,,7736,7736,,11054.30,11095.4
Tenterden,51.0696,0.6898,United Kingdom,GB,Kent,,7735,7735,,10120.00,
Stonehouse,51.7478,-2.2838,United Kingdom,GB,Gloucestershire,,7725,7725,,7111.20,
Byfleet,51.34,-0.47,United Kingdom,GB,Surrey,,7724,7724,,9069.00,
Longridge,53.831,-2.597,United Kingdom,GB,Lancashire,,7724,7724,,12990.00,
Rothwell,52.4254,-0.8029,United Kingdom,GB,Northamptonshire,,7694,7694,,9892.00,
Cromer,52.931,1.302,United Kingdom,GB,Norfolk,,7683,7683,,7226.30,
Treorchy,51.6594,-3.5055,United Kingdom,GB,Rhondda Cynon Taff,,7681,7681,,,
Hassocks,50.9233,-0.1509,United Kingdom,GB,West Sussex,,7667,7667,,8134.30,
Kingsbury,52.5614,-1.6917,United Kingdom,GB,Warwickshire,,7652,7652,,9523.70,
Wivenhoe,51.8667,0.9625,United Kingdom,GB,Essex,,7637,7637,,10744.20,
Fakenham,52.8356,0.851,United Kingdom,GB,Norfolk,,7617,7617,,7226.30,
Angmering,50.8288,-0.4846,United Kingdom,GB,West Sussex,,7614,7614,,8134.30,
Rhôs-on-Sea,53.309,-3.738,United Kingdom,GB,Conwy,,7593,7593,,6858.80,6941.7
Sundon,51.92,-0.47,United Kingdom,GB,Luton,,7585,7585,,13614.10,13670.3
Codsall,52.6267,-2.1924,United Kingdom,GB,Staffordshire,,7582,7582,,10600.20,
Diss,52.3812,1.1079,United Kingdom,GB,Norfolk,,7572,7572,,7226.30,
Saint Agnes,50.312,-5.204,United Kingdom,GB,Cornwall,,7565,7565,,,
Banchory,57.055,-2.49,United Kingdom,GB,Aberdeenshire,,7560,7560,,4989.60,5108.5
Pembroke,51.676,-4.9158,United Kingdom,GB,Pembrokeshire,,7552,7552,,4957.80,5005.9
Yatton,51.3855,-2.8256,United Kingdom,GB,North Somerset,,7552,7552,,8543.70,8564.1
Clydach,51.69,-3.91,United Kingdom,GB,Swansea,,7503,7503,,10262.70,10364.5
Cramond,55.9797,-3.3007,United Kingdom,GB,"Edinburgh, City of",,7502,7502,,,
Hucknall under Huthwaite,53.125,-1.301,United Kingdom,GB,Nottinghamshire,,7500,7500,,11286.40,
Whitworth,53.663,-2.177,United Kingdom,GB,Lancashire,,7500,7500,,12990.00,
Stonehouse,55.6968,-3.9824,United Kingdom,GB,South Lanarkshire,,7500,5500,,11244.60,11364
Currie,55.896,-3.3074,United Kingdom,GB,"Edinburgh, City of",,7494,7494,,,
Dinas Powys,51.4331,-3.2134,United Kingdom,GB,"Vale of Glamorgan, The",,7490,7490,,,
Northam,51.0393,-4.2104,United Kingdom,GB,Devon,,7489,7489,,6363.60,
Strathaven,55.677,-4.065,United Kingdom,GB,South Lanarkshire,,7484,7350,,11244.60,11364
Norton Canes,52.6833,-1.9666,United Kingdom,GB,Staffordshire,,7479,7479,,10600.20,
Littleborough,53.644,-2.098,United Kingdom,GB,Rochdale,,7467,7467,,14839.60,14879.3
Boultham,53.214,-0.5561,United Kingdom,GB,Lincolnshire,,7465,7465,,8837.00,
Chobham,51.348,-0.604,United Kingdom,GB,Surrey,,7456,7456,,9069.00,
Burton Latimer,52.365,-0.678,United Kingdom,GB,Northamptonshire,,7449,7449,,9892.00,
Clowne,53.276,-1.263,United Kingdom,GB,Derbyshire,,7447,7447,,9964.20,
Ripponden,53.672,-1.946,United Kingdom,GB,Calderdale,,7421,7421,,11950.50,12022.4
Waltham Cross,51.686,-0.0331,United Kingdom,GB,Hertfordshire,,7407,7407,,10114.00,
Pyle,51.5291,-3.6953,United Kingdom,GB,Bridgend,,7405,7405,,11201.10,11263.5
Wendover,51.768,-0.7463,United Kingdom,GB,Buckinghamshire,,7399,7399,,9111.80,
Harefield,51.6034,-0.478,United Kingdom,GB,Hillingdon,,7399,7399,,12058.40,12097.2
Wickersley,53.4199,-1.2792,United Kingdom,GB,Rotherham,,7392,7392,,12681.10,12746.4
Brockworth,51.85,-2.15,United Kingdom,GB,Gloucestershire,,7387,7387,,7111.20,
Durrington,51.199,-1.775,United Kingdom,GB,Wiltshire,,7379,7379,,6775.20,6811.4
Upholland,53.541,-2.728,United Kingdom,GB,Lancashire,,7376,7376,,12990.00,
Mountain Ash,51.6814,-3.3792,United Kingdom,GB,Rhondda Cynon Taff,,7374,7374,,,
Crieff,56.3757,-3.8426,United Kingdom,GB,Perth and Kinross,,7368,7368,,6537.40,6606.5
Sheringham,52.94,1.213,United Kingdom,GB,Norfolk,,7367,7367,,7226.30,
Shenstone,52.637,-1.841,United Kingdom,GB,Staffordshire,,7359,7359,,10600.20,
Braunton,51.11,-4.162,United Kingdom,GB,Devon,,7353,7353,,6363.60,
Bannockburn,56.09,-3.91,United Kingdom,GB,Stirling,,7352,6840,,7426.70,7538.3
Greenhill,51.36,1.103,United Kingdom,GB,Kent,,7339,7339,,10120.00,
Wick,58.454,-3.089,United Kingdom,GB,Highland,,7333,7040,,4607.30,4728.8
Brewood,52.6769,-2.1738,United Kingdom,GB,Staffordshire,,7329,7329,,10600.20,
Partington,53.42,-2.43,United Kingdom,GB,Trafford,,7327,7327,,12201.80,12254
Herne,51.3492,1.1331,United Kingdom,GB,Kent,,7325,7325,,10120.00,
Shaftesbury,51.0059,-2.1969,United Kingdom,GB,Dorset,,7314,7314,,6074.10,6113.1
Southwell,53.078,-0.955,United Kingdom,GB,Nottinghamshire,,7297,7297,,11286.40,
Titchfield,50.8491,-1.2344,United Kingdom,GB,Hampshire,,7280,7280,,7789.10,
Bramcote,52.934,-1.242,United Kingdom,GB,Nottinghamshire,,7270,7270,,11286.40,
Swaffham,52.6529,0.6843,United Kingdom,GB,Norfolk,,7258,7258,,7226.30,
Roby,53.413,-2.852,United Kingdom,GB,Knowsley,,7254,7254,,16654.40,16707.6
Basing,51.2704,-1.0473,United Kingdom,GB,Hampshire,,7232,7232,,7789.10,
Kinvere,52.4488,-2.228,United Kingdom,GB,Staffordshire,,7225,7225,,10600.20,
Peterculter,57.097,-2.2657,United Kingdom,GB,Aberdeen City,,7220,7220,,6653.30,6757.2
Ruddington,52.893,-1.15,United Kingdom,GB,Nottinghamshire,,7216,7216,,11286.40,
Cotgrave,52.914,-1.042,United Kingdom,GB,Nottinghamshire,,7203,7203,,11286.40,
Watton,52.5713,0.8259,United Kingdom,GB,Norfolk,,7202,6819,,7226.30,
Brechin,56.7299,-2.6553,United Kingdom,GB,Angus,,7199,7199,,6619.80,6707
Whitchurch,51.23,-1.34,United Kingdom,GB,Hampshire,,7198,7198,,7789.10,
Kirkham,53.782,-2.87,United Kingdom,GB,Lancashire,,7194,7194,,12990.00,
Warsash,50.8532,-1.301,United Kingdom,GB,Hampshire,,7183,7183,,7789.10,
West Mersea,51.7784,0.9168,United Kingdom,GB,Essex,,7183,7183,,10744.20,
Wilmington,51.4309,0.1876,United Kingdom,GB,Kent,,7178,7178,,10120.00,
Grove,51.612,-1.421,United Kingdom,GB,Oxfordshire,,7178,7178,,8227.10,
Claygate,51.36,-0.342,United Kingdom,GB,Surrey,,7168,7168,,9069.00,
Sawston,52.1247,0.1731,United Kingdom,GB,Cambridgeshire,,7145,7145,,7381.60,
Higham Ferrers,52.3057,-0.5844,United Kingdom,GB,Northamptonshire,,7145,7145,,9892.00,
Denham,51.563,-0.499,United Kingdom,GB,Buckinghamshire,,7139,7139,,9111.80,
Coundon,54.6637,-1.6341,United Kingdom,GB,Durham,,7139,7139,,,
Pershore,52.114,-2.08,United Kingdom,GB,Worcestershire,,7125,7125,,8916.50,
Faringdon,51.657,-1.586,United Kingdom,GB,Oxfordshire,,7121,7121,,8227.10,
Ashbourne,53.016,-1.731,United Kingdom,GB,Derbyshire,,7112,7112,,9964.20,
Allington,51.2903,0.5019,United Kingdom,GB,Kent,,7100,7100,,10120.00,
Hedon,53.7395,-0.1948,United Kingdom,GB,East Riding of Yorkshire,,7100,7100,,9728.70,9788.4
Wardle,53.647,-2.132,United Kingdom,GB,Rochdale,,7092,7092,,14839.60,14879.3
Calverton,53.037,-1.083,United Kingdom,GB,Nottinghamshire,,7076,7076,,11286.40,
Abersychan,51.7239,-3.0587,United Kingdom,GB,Torfaen,,7064,7064,,9219.50,9286.9
High Ackworth,53.6408,-1.3364,United Kingdom,GB,Wakefield,,7049,7049,,12701.40,12758
Quarrington,52.987,-0.4304,United Kingdom,GB,Lincolnshire,,7046,7046,,8837.00,
Kirkleatham,54.5833,-1.0833,United Kingdom,GB,Redcar and Cleveland,,7045,7045,,13164.20,13234.9
Saint Peters,51.3651,1.4191,United Kingdom,GB,Kent,,7042,7042,,10120.00,
Burley in Wharfedale,53.9137,-1.748,United Kingdom,GB,Bradford,,7041,7041,,13715.90,13759.3
Coxhoe,54.714,-1.503,United Kingdom,GB,Durham,,7020,7020,,,
East Cowes,50.757,-1.2865,United Kingdom,GB,Isle of Wight,,7010,7010,,7458.40,7516
Shifnal,52.665,-2.373,United Kingdom,GB,Shropshire,,7009,7009,,7681.30,7731.1
Eston,54.56,-1.144,United Kingdom,GB,Redcar and Cleveland,,7005,7005,,13164.20,13234.9
Crewkerne,50.8803,-2.7939,United Kingdom,GB,Somerset,,7000,7000,,6789.60,
Westgate on Sea,51.3814,1.3381,United Kingdom,GB,Kent,,6996,6996,,10120.00,
New Romney,50.985,0.941,United Kingdom,GB,Kent,,6996,6996,,10120.00,
Filey,54.2101,-0.2893,United Kingdom,GB,North Yorkshire,,6981,6981,,8686.00,
Lerwick,60.155,-1.145,United Kingdom,GB,Shetland Islands,,6958,6958,,2488.00,2544.8
Cleator Moor,54.5211,-3.5119,United Kingdom,GB,Cumbria,,6936,6936,,9575.00,
Dowlais,51.7585,-3.3416,United Kingdom,GB,Merthyr Tydfil,,6926,6926,,13830.60,13951.4
Deeping Saint James,52.6717,-0.2995,United Kingdom,GB,Lincolnshire,,6923,6923,,8837.00,
Kingswood,51.2931,-0.2086,United Kingdom,GB,Surrey,,6891,6891,,9069.00,
Church Gresley,52.76,-1.566,United Kingdom,GB,Derbyshire,,6881,6881,,9964.20,
Carlton,52.967,-1.088,United Kingdom,GB,Nottinghamshire,,6881,6881,,11286.40,
Thornhill,53.6622,-1.6124,United Kingdom,GB,Kirklees,,6875,6875,,12196.30,12249.3
Bonnybridge,55.999,-3.887,United Kingdom,GB,Falkirk,,6870,5210,,8370.70,8484.1
Duntocher,55.924,-4.417,United Kingdom,GB,West Dunbartonshire,,6850,6850,,11522.50,11739.9
Fishtoft,52.9617,0.0259,United Kingdom,GB,Lincolnshire,,6835,6835,,8837.00,
Lochgelly,56.1282,-3.3111,United Kingdom,GB,Fife,,6834,6834,,7498.70,7629.7
Pontardawe,51.722,-3.851,United Kingdom,GB,Neath Port Talbot,,6832,6832,,10978.90,11079.3
Pickering,54.2439,-0.776,United Kingdom,GB,North Yorkshire,,6830,6830,,8686.00,
Sturry,51.3036,1.1211,United Kingdom,GB,Kent,,6820,6820,,10120.00,
Gedling,52.975,-1.081,United Kingdom,GB,Nottinghamshire,,6817,6817,,11286.40,
Horncastle,53.208,-0.114,United Kingdom,GB,Lincolnshire,,6815,6815,,8837.00,
Penryn,50.169,-5.107,United Kingdom,GB,Cornwall,,6812,6812,,,
Lossiemouth,57.7189,-3.2875,United Kingdom,GB,Moray,,6803,6803,,3312.10,3360.2
Great Chart,51.1409,0.8372,United Kingdom,GB,Kent,,6801,6801,,10120.00,
Saint Blazey,50.361,-4.716,United Kingdom,GB,Cornwall,,6799,6799,,,
Park Street,51.722,-0.339,United Kingdom,GB,Hertfordshire,,6781,6781,,10114.00,
Bridge of Allan,56.155,-3.942,United Kingdom,GB,Stirling,,6762,5380,,7426.70,7538.3
Torrisholme,54.066,-2.83,United Kingdom,GB,Lancashire,,6755,6755,,12990.00,
Branston,52.787,-1.659,United Kingdom,GB,Staffordshire,,6749,6749,,10600.20,
Bolton upon Dearne,53.5197,-1.3148,United Kingdom,GB,Barnsley,,6744,6744,,13373.20,13436.9
Esher,51.3691,-0.365,United Kingdom,GB,Surrey,,6743,6743,,9069.00,
Stepps,55.8908,-4.1522,United Kingdom,GB,North Lanarkshire,,6730,6730,,12751.90,12912.3
North Petherton,51.091,-3.013,United Kingdom,GB,Somerset,,6730,6730,,6789.60,
Sandycroft,53.195,-2.999,United Kingdom,GB,Flintshire,,6724,6724,,9211.50,9259.3
Bishops Waltham,50.9536,-1.2118,United Kingdom,GB,Hampshire,,6723,6723,,7789.10,
Llandudno Junction,53.284,-3.809,United Kingdom,GB,Conwy,,6722,6722,,6858.80,6941.7
Meopham,51.364,0.36,United Kingdom,GB,Kent,,6722,6722,,10120.00,
Cranbrook,51.0967,0.5356,United Kingdom,GB,Kent,,6717,6717,,10120.00,
Godmanchester,52.3176,-0.1725,United Kingdom,GB,Cambridgeshire,,6711,6711,,7381.60,
Crowthorne,51.37,-0.792,United Kingdom,GB,Bracknell Forest,,6711,6711,,9307.80,9344.8
Uddingston,55.8183,-4.0827,United Kingdom,GB,South Lanarkshire,,6710,6370,,11244.60,11364
Dursley,51.6811,-2.3543,United Kingdom,GB,Gloucestershire,,6697,6697,,7111.20,
Aintree,53.4793,-2.9373,United Kingdom,GB,Liverpool,,6689,6689,,14724.60,14774
Farington,53.703,-2.685,United Kingdom,GB,Lancashire,,6674,6674,,12990.00,
Battle,50.92,0.48,United Kingdom,GB,East Sussex,,6673,6673,,8286.60,
Kimberley,52.997,-1.255,United Kingdom,GB,Nottinghamshire,,6659,6659,,11286.40,
Sherburn in Elmet,53.7973,-1.2331,United Kingdom,GB,North Yorkshire,,6657,6657,,8686.00,
Sawley,52.882,-1.299,United Kingdom,GB,Leicestershire,,6629,6629,,10530.00,
Rishton,53.7701,-2.4187,United Kingdom,GB,Lancashire,,6625,6625,,12990.00,
Twyford,51.477,-0.867,United Kingdom,GB,Wokingham,,6618,6618,,8078.40,8110.6
North Berwick,56.058,-2.717,United Kingdom,GB,East Lothian,,6605,6605,,7889.70,7978.7
Stewarton,55.68,-4.515,United Kingdom,GB,East Ayrshire,,6584,6584,,9672.70,9799.3
Budleigh Salterton,50.6284,-3.3205,United Kingdom,GB,Devon,,6575,6575,,6363.60,
Southam,52.252,-1.39,United Kingdom,GB,Warwickshire,,6567,6567,,9523.70,
Lydd,50.9509,0.9064,United Kingdom,GB,Kent,,6567,6567,,10120.00,
Downside,51.3117,-0.4095,United Kingdom,GB,Surrey,,6564,6564,,9069.00,
Alvechurch,52.3506,-1.9647,United Kingdom,GB,Worcestershire,,6564,6564,,8916.50,
Pakefield,52.451,1.728,United Kingdom,GB,Suffolk,,6563,6563,,6266.70,
Chapelhall,55.845,-3.9472,United Kingdom,GB,North Lanarkshire,,6560,6560,,12751.90,12912.3
Muxton,52.72,-2.421,United Kingdom,GB,Telford and Wrekin,,6557,6557,,10115.70,10190.2
Whetstone,52.5724,-1.1799,United Kingdom,GB,Leicestershire,,6556,6556,,10530.00,
Billinge,53.4932,-2.7129,United Kingdom,GB,St. Helens,,6554,6554,,14092.60,14140.1
Cove,51.2965,-0.7939,United Kingdom,GB,Hampshire,,6548,6548,,7789.10,
Dingwall,57.597,-4.428,United Kingdom,GB,Highland,,6545,5470,,4607.30,4728.8
Cwmafan,51.6155,-3.7717,United Kingdom,GB,Neath Port Talbot,,6538,6538,,10978.90,11079.3
Sawtry,52.44,-0.28,United Kingdom,GB,Cambridgeshire,,6536,6536,,7381.60,
Wingerworth,53.2033,-1.4347,United Kingdom,GB,Derbyshire,,6533,6533,,9964.20,
Kelty,56.133,-3.38,United Kingdom,GB,Fife,,6529,6529,,7498.70,7629.7
Anstey,52.6715,-1.1955,United Kingdom,GB,Leicestershire,,6528,6528,,10530.00,
Frampton Cotterell,51.54,-2.48,United Kingdom,GB,South Gloucestershire,,6520,6520,,10000.10,10020.6
South Elmsall,53.5959,-1.2726,United Kingdom,GB,Wakefield,,6519,6519,,12701.40,12758
Newbridge,51.67,-3.136,United Kingdom,GB,Caerphilly,,6509,6509,,9757.30,9848.6
Danbury,51.715,0.582,United Kingdom,GB,Essex,,6500,6500,,10744.20,
Coleshill,52.499,-1.708,United Kingdom,GB,Warwickshire,,6481,6481,,9523.70,
Olney,52.1529,-0.7015,United Kingdom,GB,Milton Keynes,,6477,6477,,11054.30,11095.4
Houston,55.867,-4.5521,United Kingdom,GB,Renfrewshire,,6470,6430,,11952.20,12117.2
Bothwell,55.8023,-4.0662,United Kingdom,GB,South Lanarkshire,,6458,6380,,11244.60,11364
Whaley Bridge,53.3304,-1.9838,United Kingdom,GB,Derbyshire,,6455,6455,,9964.20,
Pinhoe,50.7407,-3.4672,United Kingdom,GB,Devon,,6454,6454,,6363.60,
Girvan,55.2382,-4.8561,United Kingdom,GB,South Ayrshire,,6450,6450,,7934.70,8048.9
Peasedown Saint John,51.315,-2.424,United Kingdom,GB,Bath and North East Somerset,,6446,6446,,8501.90,8527.3
Loanhead,55.878,-3.148,United Kingdom,GB,Midlothian,,6440,6440,,9577.00,9712.3
Market Weighton,53.8642,-0.6624,United Kingdom,GB,East Riding of Yorkshire,,6429,6429,,9728.70,9788.4
Castle Donnington,52.8444,-1.3377,United Kingdom,GB,Leicestershire,,6416,6416,,10530.00,
Waltham,53.5165,-0.1021,United Kingdom,GB,North East Lincolnshire,,6413,6413,,12159.60,12218.6
Wheathampstead,51.812,-0.293,United Kingdom,GB,Hertfordshire,,6410,6410,,10114.00,
Weaverham,53.262,-2.577,United Kingdom,GB,Cheshire West and Chester,,6391,6391,,10519.70,10577.8
Abercynon,51.6445,-3.3267,United Kingdom,GB,Rhondda Cynon Taff,,6390,6390,,,
Egham,51.429,-0.548,United Kingdom,GB,Surrey,,6384,6384,,9069.00,
Haworth,53.83,-1.96,United Kingdom,GB,Bradford,,6379,6379,,13715.90,13759.3
Countesthorpe,52.555,-1.14,United Kingdom,GB,Leicestershire,,6377,6377,,10530.00,
Treharris,51.6689,-3.31,United Kingdom,GB,Merthyr Tydfil,,6356,6356,,13830.60,13951.4
Beith,55.7533,-4.6319,United Kingdom,GB,North Ayrshire,,6346,6040,,9275.20,9439.1
Long Ditton,51.385,-0.321,United Kingdom,GB,Surrey,,6343,6343,,9069.00,
East Leake,52.832,-1.177,United Kingdom,GB,Nottinghamshire,,6337,6337,,11286.40,
Chipping Norton,51.94,-1.55,United Kingdom,GB,Oxfordshire,,6337,6337,,8227.10,
Enderby,52.5881,-1.2092,United Kingdom,GB,Leicestershire,,6314,6314,,10530.00,
Cheddleton,53.064,-2.043,United Kingdom,GB,Staffordshire,,6311,6311,,10600.20,
Sauchie,56.1296,-3.7767,United Kingdom,GB,Clackmannanshire,,6310,6310,,9791.40,9927.9
Burwell,52.275,0.327,United Kingdom,GB,Cambridgeshire,,6309,6309,,7381.60,
Newbiggin-by-the-Sea,55.183,-1.515,United Kingdom,GB,Northumberland,,6308,6308,,9970.40,10031.8
Lydiate,53.536,-2.959,United Kingdom,GB,Sefton,,6308,6308,,13389.30,13443
Thames Ditton,51.389,-0.331,United Kingdom,GB,Surrey,,6307,6307,,9069.00,
Hadfield,53.46,-1.97,United Kingdom,GB,Derbyshire,,6305,6305,,9964.20,
Swanscombe,51.4491,0.2993,United Kingdom,GB,Kent,,6300,6300,,10120.00,
Liss,51.0429,-0.8918,United Kingdom,GB,Hampshire,,6291,6084,,7789.10,
Stainforth,53.5958,-1.0253,United Kingdom,GB,Doncaster,,6282,6282,,13001.60,13061
Pontardulais,51.71,-4.04,United Kingdom,GB,Swansea,,6281,6281,,10262.70,10364.5
Newarthill,55.81,-3.9333,United Kingdom,GB,North Lanarkshire,,6280,6280,,12751.90,12912.3
Alcester,52.215,-1.876,United Kingdom,GB,Warwickshire,,6273,6273,,9523.70,
Marshfield,51.5439,-3.0469,United Kingdom,GB,Newport,,6270,6270,,9874.30,9940.7
Burntisland,56.06,-3.231,United Kingdom,GB,Fife,,6269,6269,,7498.70,7629.7
Handforth,53.35,-2.216,United Kingdom,GB,Cheshire East,,6266,6266,,9307.20,9359.7
Southbourne,50.845,-0.9081,United Kingdom,GB,West Sussex,,6265,6265,,8134.30,
Calstock,50.497,-4.21,United Kingdom,GB,Devon,,6253,6253,,6363.60,
Thrapston,52.397,-0.538,United Kingdom,GB,Northamptonshire,,6239,6239,,9892.00,
Chalford,51.7238,-2.1491,United Kingdom,GB,Gloucestershire,,6215,6215,,7111.20,
Altofts,53.697,-1.416,United Kingdom,GB,Wakefield,,6198,6198,,12701.40,12758
Blaby,52.5724,-1.1678,United Kingdom,GB,Leicestershire,,6194,6194,,10530.00,
Stotfold,52.018,-0.228,United Kingdom,GB,Hertfordshire,,6190,6190,,10114.00,
Bursledon,50.8847,-1.3117,United Kingdom,GB,Hampshire,,6188,6188,,7789.10,
Garswood,53.488,-2.67,United Kingdom,GB,St. Helens,,6183,6183,,14092.60,14140.1
Frimley,51.3143,-0.7387,United Kingdom,GB,Surrey,,6178,6178,,9069.00,
Bilton,52.3594,-1.29,United Kingdom,GB,Warwickshire,,6175,6175,,9523.70,
Barrowford,53.851,-2.221,United Kingdom,GB,Lancashire,,6171,6171,,12990.00,
Landore,51.64,-3.94,United Kingdom,GB,Swansea,,6168,6168,,10262.70,10364.5
Rhoose,51.3906,-3.3524,United Kingdom,GB,"Vale of Glamorgan, The",,6160,6160,,,
Withernsea,53.7285,0.0382,United Kingdom,GB,East Riding of Yorkshire,,6159,5980,,9728.70,9788.4
Colnbrook,51.4835,-0.5221,United Kingdom,GB,Slough,,6157,6157,,13482.00,13520.8
Malvern Link,52.1255,-2.3161,United Kingdom,GB,Worcestershire,,6155,6155,,8916.50,
Bulkington,52.4769,-1.425,United Kingdom,GB,Warwickshire,,6146,6146,,9523.70,
Magor,51.5798,-2.8312,United Kingdom,GB,Monmouthshire,,6140,6140,,6399.50,6435.2
Pembury,51.1456,0.3224,United Kingdom,GB,Kent,,6128,6128,,10120.00,
Waddington,53.1664,-0.5389,United Kingdom,GB,Lincolnshire,,6122,6122,,8837.00,
Kingsbridge,50.2833,-3.7765,United Kingdom,GB,Devon,,6116,6116,,6363.60,
Orsett,51.51,0.37,United Kingdom,GB,Thurrock,,6115,6115,,13098.50,13127.6
Wem,52.8536,-2.7267,United Kingdom,GB,Shropshire,,6100,6100,,7681.30,7731.1
Stonewood,51.445,0.256,United Kingdom,GB,Kent,,6100,6100,,10120.00,
Llantwit Fardre,51.5578,-3.3341,United Kingdom,GB,Rhondda Cynon Taff,,6099,6099,,,
Hollington,50.875,0.548,United Kingdom,GB,East Sussex,,6099,6099,,8286.60,
Rowlands Gill,54.9209,-1.7441,United Kingdom,GB,Gateshead,,6096,6096,,12634.80,12696.7
Cottenham,52.2865,0.1244,United Kingdom,GB,Cambridgeshire,,6095,6095,,7381.60,
Chipping Ongar,51.703,0.244,United Kingdom,GB,Essex,,6093,6093,,10744.20,
Kirriemuir,56.6692,-3.0051,United Kingdom,GB,Angus,,6061,6061,,6619.80,6707
Blaenavon,51.7736,-3.0828,United Kingdom,GB,Torfaen,,6055,6055,,9219.50,9286.9
Balloch,56.002,-4.58,United Kingdom,GB,West Dunbartonshire,,6050,6050,,11522.50,11739.9
Strensall,54.0401,-1.0344,United Kingdom,GB,York,,6047,6047,,9867.20,9901.8
Long Ashton,51.43,-2.65,United Kingdom,GB,North Somerset,,6044,6044,,8543.70,8564.1
Amble,55.3306,-1.5783,United Kingdom,GB,Northumberland,,6025,6025,,9970.40,10031.8
Freckleton,53.753,-2.867,United Kingdom,GB,Lancashire,,6019,6019,,12990.00,
Seaton Carew,54.6628,-1.1888,United Kingdom,GB,Hartlepool,,6018,6018,,15359.80,15446.1
Stansted Mountfitchet,51.898,0.198,United Kingdom,GB,Essex,,6011,6011,,10744.20,
Adlington,53.6165,-2.5986,United Kingdom,GB,Lancashire,,6010,6010,,12990.00,
Market Deeping,52.6776,-0.3173,United Kingdom,GB,Lincolnshire,,6008,6008,,8837.00,
Tadcaster,53.8852,-1.262,United Kingdom,GB,North Yorkshire,,6003,6003,,8686.00,
Staplehurst,51.164,0.553,United Kingdom,GB,Kent,,6003,6003,,10120.00,
Fordingbridge,50.9275,-1.7901,United Kingdom,GB,Hampshire,,5998,5998,,7789.10,
Highbridge,51.2189,-2.973,United Kingdom,GB,Somerset,,5986,5986,,6789.60,
New Inn,51.691,-3.009,United Kingdom,GB,Torfaen,,5986,5986,,9219.50,9286.9
Ventnor,50.5976,-1.2084,United Kingdom,GB,Isle of Wight,,5976,5976,,7458.40,7516
Broughton,53.169,-2.985,United Kingdom,GB,Flintshire,,5974,5974,,9211.50,9259.3
Great Warley Street,51.607,0.3,United Kingdom,GB,Essex,,5973,5973,,10744.20,
Farnham Royal,51.5386,-0.6164,United Kingdom,GB,Buckinghamshire,,5972,5972,,9111.80,
Porth,51.6138,-3.4095,United Kingdom,GB,Rhondda Cynon Taff,,5970,5970,,,
Great Burstead,51.604,0.445,United Kingdom,GB,Essex,,5968,5968,,10744.20,
Colney Heath,51.7353,-0.2564,United Kingdom,GB,Hertfordshire,,5962,5962,,10114.00,
Lea Town,53.774,-2.795,United Kingdom,GB,Lancashire,,5962,5962,,12990.00,
Saltburn-by-the-Sea,54.5828,-0.9732,United Kingdom,GB,Redcar and Cleveland,,5958,5958,,13164.20,13234.9
Burghfield,51.411,-1.042,United Kingdom,GB,West Berkshire,,5955,5955,,7204.10,7231.9
Godstone,51.248,-0.064,United Kingdom,GB,Surrey,,5949,5949,,9069.00,
Welshpool,52.6597,-3.1473,United Kingdom,GB,Powys,,5948,5948,,5519.10,5603.2
Crumlin,51.6798,-3.1368,United Kingdom,GB,Caerphilly,,5947,5947,,9757.30,9848.6
Ormesby,54.5492,-1.1817,United Kingdom,GB,Middlesbrough,,5942,5942,,15434.80,15515.4
Pagham,50.7708,-0.7448,United Kingdom,GB,West Sussex,,5941,5941,,8134.30,
East Preston,50.8104,-0.4819,United Kingdom,GB,West Sussex,,5938,5938,,8134.30,
Blythebridge,52.9704,-2.0709,United Kingdom,GB,Staffordshire,,5931,5931,,10600.20,
Chalfont Saint Giles,51.632,-0.576,United Kingdom,GB,Buckinghamshire,,5925,5925,,9111.80,
Chinnor,51.702,-0.911,United Kingdom,GB,Oxfordshire,,5924,5924,,8227.10,
Okehampton,50.7388,-4.0041,United Kingdom,GB,Devon,,5922,5922,,6363.60,
Briton Ferry,51.64,-3.83,United Kingdom,GB,Neath Port Talbot,,5911,5911,,10978.90,11079.3
Tillicoultry,56.153,-3.742,United Kingdom,GB,Clackmannanshire,,5900,4650,,9791.40,9927.9
Honley,53.6027,-1.7921,United Kingdom,GB,Kirklees,,5897,5897,,12196.30,12249.3
Studley,52.2696,-1.8915,United Kingdom,GB,Warwickshire,,5879,5879,,9523.70,
Bramley,51.329,-1.0613,United Kingdom,GB,Hampshire,,5875,5875,,7789.10,
Govan,55.8615,-4.3083,United Kingdom,GB,Glasgow City,,5860,5860,,12648.80,12802.8
Barrow upon Soar,52.7517,-1.15,United Kingdom,GB,Leicestershire,,5856,5856,,10530.00,
Wellesbourne Hastings,52.1943,-1.5947,United Kingdom,GB,Warwickshire,,5849,5849,,9523.70,
Wigton,54.823,-3.159,United Kingdom,GB,Cumbria,,5831,5831,,9575.00,
Locharbriggs,55.1,-3.5833,United Kingdom,GB,Dumfries and Galloway,,5830,5830,,6221.60,6320
